,place,lat,lon
728,United States of,46.005537,-112.6160475
729,Venice,45.4371908,12.3345898
730,Rome,41.8933203,12.4829321
731,Qatar,25.3336984,51.2295295
732,Amelia Island,30.6077379,-81.4600909
733,the State of Ohio,40.8578857,-73.9104818
734,Fort Leavenworth,39.3603878,-94.9253096
735,The United States,47.8291375,-122.5970742
736,Bering Sea,60.0000001,-175.0
737,Sacajawea,45.8180618,-112.0790276
738,Sweden,59.6749712,14.5208584
739,the Western World,36.1609775,-86.7780725
740,the Khmer Republic,,
741,the East Wing,52.6267654,1.3668524
742,Capital City,21.8621605,-102.3306563
743,Republic of Mexico,19.2827726,-99.4996038
744,Fond du Lac,43.7533414,-88.4493796
745,Melville Bay,75.7435906,-60.5732247
746,The Hague,52.0749456,4.2696802
747,Mt. Zion,31.7705823,35.2291426
748,The South Atlantic,-15.9428484,-5.7086564
749,Navassa,18.402525,-75.0126896
750,Leahy,47.9190358,-119.3889257
751,ways.</span,52.6116106,1.7216078
752,picketing.</span,,
753,Wales,52.2928116,-3.73893
754,nature.&nbsp,,
755,Jamestown,37.2089184,-76.7783003
756,Democratic Republic of Vietnam,21.0301717,105.838787
757,curve.&nbsp,,
758,NEW COUNTRIES,39.6647421,-75.56399
759,British Columbia,55.001251,-125.002441
760,Sun,48.0368188,-4.8510835
761,Prentiss,34.6222512,-88.5153286
762,Colorado,38.7251776,-105.607716
763,Maryland,39.5162401,-76.9382069
764,Los Angeles County,34.3155072,-118.209681
765,Yes.&nbsp,,
766,U.S.A.!&nbsp,,
767,Vera Cruz,-22.2212638,-49.8243021
768,Puerto Rico,18.2247706,-66.4858295
769,the United States&nbsp;is,,
770,Taku,33.2885725,130.1100243
771,Selective Service,,
772,Lake Ishaganalshegeck,,
773,England,52.5310214,-1.2649062
774,dignity.</span,,
775,Dominica,15.4238539,-61.3416513
776,Omaha Beach,43.3955188,-95.1530516
777,the North Carolina,36.1337324,-80.2782636
778,Siam,44.6695002,8.337265
779,Muscat,23.6123628,58.5938134
780,Hudson River,42.6112398,-73.7607546
781,North,13.45911,-2.2496367
782,Pocahontas,42.7262681,-94.6477383
783,Astoria,46.1882007,-123.8319802
784,the Atacama Desert,,
785,Kans.,38.27312,-98.5821872
786,Salt Lake City,40.7596198,-111.886797
787,Kutien,2.2741114,111.8484243
788,Ukraine,49.4871968,31.2718321
789,the Arctic Ocean,,
790,Convention,48.8372872,2.2966539
791,Soviet Union,44.5666334,27.359793
792,Palestine,31.5197847,35.0494777
793,Divine Province,8.3362144,124.70115
794,BB,13.1500331,-59.5250305
795,Hanover county,37.744783,-77.4464165
796,Tokyo,35.6768601,139.7638947
797,Shanksville,40.0175017,-78.9071878
798,Kabul,34.5269503,69.1850584
799,the South Side,43.4491804,-65.5983354
800,D.C.,38.8938474,-76.9880428
801,Florida.&nbsp,,
802,Port Arthur,29.8716577,-93.9332302
803,Parkland,26.3100794,-80.23727
804,Nathan,-27.548511,153.0523165
805,Atlantic States,39.362885,-74.4199401
806,the East Indians,41.0966327,-111.9410196
807,Tampico,41.6324811,-89.7850393
808,the States of America,40.7044739,-74.0136771
809,the State of Kentucky,40.8808029,-73.8388547
810,Columbus,39.9622601,-83.0007065
811,West New Guinea,-6.120295,141.3011263
812,Valparaiso,41.4672552,-87.0604487
813,Iloilo,10.9522168,122.5799456
814,North Sea,56.0026997,2.8144673
815,St. Marks,30.1612024,-84.2064795
816,50th State,40.7616618,-73.9838968
817,pro-America,41.82799,-94.1595165
818,Negros,10.0206654,122.9771598
819,South American,43.1090607,-72.9090827
820,Embassy,0.434449,9.4190813
821,the Yangtse Valley,,
822,does:&nbsp,,
823,Mount St. Elias,60.2934458,-140.9307367
824,San Juan Hill,8.9539311,-79.5820553
825,atNew York,,
826,HOUSTON,29.7589382,-95.3676974
827,the Lena Delta,,
828,succeeded.</span,,
829,Young,33.1508315,-98.6962766
830,the Mohawk Valley,36.2018783,-83.0686339
831,The North Koreans,,
832,the Orkney Islands,58.8258044,-2.9584699
833,Colorado River,36.843673,-111.5474456
834,Vyaire,49.7698584,9.8674049
835,Union,37.4616454,-89.2504793
836,Amelia,37.3319664,-78.008448
837,myself&nbsp,,
838,America?&nbsp,32.8478396,-97.1940112
839,Dover,51.1251275,1.3134228
840,this Western Hemisphere,,
841,Pearl Harbor,21.3557747,-157.9991492
842,Itala,38.0510589,15.4369028
843,Algiers,36.7729333,3.0588445
844,Tipperary,52.4734839,-8.1614446
845,Pamlico Sound,35.3502471,-75.8271547
846,Fort Marion,29.1843953,-82.1155758
847,San,7.0000085,-73.2500086
848,the States of North Carolina,38.8897922,-77.0408245
849,the States and Territories of the United States,,
850,"the States of Georgia, South Carolina",,
851,Matanzas,23.0469236,-81.5783032
852,St. Thomas,18.3429082,-64.9188997
853,ofLouisiana,,
854,Annapolis,38.9786401,-76.492786
855,WACS,6.42568,3.6398106
856,Madeleine.&nbsp,,
857,the States of Germany,40.4203479,-79.1166983
858,New Brunswick,46.500283,-66.750183
859,thing:&nbsp,,
860,The Republic of Cuba,0.3245129,32.6001089
861,St. Lawrence River,47.0394195,-70.7929378
862,Claymont,39.8046257,-75.4555011
863,Buenos Aires,-34.6095579,-58.3887904
864,United States of America,39.7837304,-100.445882
865,Kirstjen,,
866,Purposes,9.2275011,76.7500999
867,war.&nbsp;</span><br><span,,
868,the Dominican Republic,38.9132162,-77.048481
869,the Republic of Cuba.<br,,
870,Persian Gulf,27.2381259,51.1972311
871,the City of,-33.8747234,151.2053644
872,Dina,33.0279237,73.6010809
873,North  West,-26.1347819,25.6546729
874,Spartanburg,34.9498007,-81.9320157
875,taxes?&nbsp,,
876,Regeneron,52.6215163,-8.6587443
877,Lower Manhattan,40.7135482,-74.0054261
878,States&mdash;&ldquo;If,,
879,Samar,11.7982219,125.1690418
880,Ind.,40.3270127,-86.1746933
881,Providence,41.8239891,-71.4128343
882,Alexandria,44.8349534,8.7450304
883,San Martin,18.0814066,-63.0467131
884,Congo,-2.9814344,23.8222636
885,authority.</span,52.4865736,-1.9086206
886,Utila,16.1005116,-86.8949856
887,,34.220389,70.3800314
888,business?&nbsp,,
889,Donna,26.1702082,-98.0522376
890,Hemisphere,48.2596273,11.6713289
891,antirepublican,,
892,Iowa,41.9216734,-93.3122705
893,Bayou  Pierre,31.88975,-93.3153303
894,Hattiesburg,31.3271189,-89.2903392
895,Western Hemisphere,-31.6857133,115.7785816
896,St. Lawrence,63.3622852,-170.0369298
897,N.R.A.,42.873971,-8.5521737
898,Tibet,29.8556443,90.8749807
899,Engels,51.5013775,46.1233093
900,Amazon River,-1.4378875,-52.3830054
901,Arlington Cemetery,38.8846187,-77.0630855
902,Midlothian,55.833333,-3.083333
903,North Dakota,47.6201461,-100.540737
904,pavement.&nbsp,,
905,Isle Royale,48.0073825,-88.8289875
906,Incorporates,,
907,Martinsburg,39.4562528,-77.9639604
908,India,22.3511148,78.6677428
909,Central Europe's,34.9067136,33.5722181
910,Tex,31.2638905,-98.5456116
911,Uganda,1.5333554,32.2166578
912,the Western Pacific,36.6203828,-121.9334535
913,Middle Eastern,53.39439,-2.9495891
914,West Virginia,38.4758406,-80.8408415
915,Lake Huron,44.6503048,-82.2818535
916,the Forbidden City,53.0870741,-2.2387503
917,Dead River,44.33568,-70.1355689
918,Donbas,49.9811706,12.6990505
919,misinformation.&nbsp,,
920,the State of Panama,,
921,El Salvador,13.8000382,-88.9140683
922,now.&nbsp;(Applause,,
923,St. Paul,44.9497487,-93.0931028
924,Northern States,41.6153932,-87.5212764
925,the St. John,18.3356013,-64.7550406
926,The Mississippi River,35.159663,-90.0497641
927,the Republic of Korea,37.5599758,127.2017048
928,Fort,25.3851063,86.4676991
929,a united states,42.0780746,-87.8638938
930,Southwestern,43.5592519,-116.2760171
931,South China,44.3956249,-69.5711544
932,high.</span,,
933,Jericho,40.7920441,-73.5398476
934,the States of the Union,42.6478188,-71.3188722
935,the State of Cauca,,
936,Santa Fe,-30.3154739,-61.1645076
937,Calhoun,28.5031572,-96.6736551
938,King,33.588178,-100.2178972
939,Jacksonville,30.3262247,-81.6579179
940,Puerto,-33.038945,-71.6264202
941,SEATO,10.0851326,76.3585156
942,Pigeon River,48.0032641,-89.8439952
943,Pekin,40.190632,116.412144
944,the Middle and Eastern States,,
945,us,39.7837304,-100.445882
946,Helvetic,47.5014602,19.0565611
947,Anbar Province,32.7889443,41.6093983
948,the East Orange,30.2873812,-97.7377911
949,the City of New York,51.512542,-0.1024562
950,Lake Pohenagamook,,
951,all United States,40.8077797,-84.0572225
952,Passamaquoddy Bay,45.0791388,-66.9785529
953,the Rock River,42.7281002,-84.4775643
954,Rio Dulce,-28.6776869,-63.4924461
955,Saxony,50.9295798,13.4585052
956,Union of States,40.9839014,-76.9152221
957,the United Statesthan,,
958,Gabby,-39.3821152,176.8295726
959,Atlantic Charter,39.4032495,-74.5609416
960,County,39.982355,112.397213
961,Ankara,39.9207759,32.8540497
962,Ellis Island,40.6985936,-74.0420135
963,the Sungari River,,
964,Cahokia,38.5661605,-90.1794236
965,Toronto,43.6534817,-79.3839347
966,the Horn of Africa,55.8432453,-4.2625884
967,Pretoria,-25.7459277,28.1879101
968,Fallujah,33.3532137,43.7875674
969,Athens,33.9597677,-83.376398
970,Cauca,2.715645,-76.662665
971,Arabia,22.3742506,49.4770891
972,down.&nbsp;&nbsp,,
973,Businessmen,-33.9530099,151.1382639
974,bombard city,-32.0202939,115.8387578
975,Executiveupon,,
976,the Kingdom of Greece,59.3385907,18.0794466
977,Korea,36.638392,127.6961188
978,the South Pass,46.1535797,-82.8304482
979,the South Branch,39.264321,-84.756586
980,Key West,24.5548262,-81.8020722
981,harm?&nbsp,,
982,Punta Arenas,-53.1625688,-70.907822
983,West Africa,47.3138746,5.0488196
984,Fort Hood,31.2012636,-97.708425
985,the Palestinian Territories,,
986,swan,-31.9319845,115.9190544
987,the proposedPanama canal,,
988,Hiroshima,34.3917241,132.4517589
989,Cyrenaica,32.7087595,20.9506691
990,the Arab States,38.9449546,-77.0692577
991,The Gulf of Tonkin,,
992,Rumania,45.9852129,24.6859225
993,San Jacinto,30.5083577,-95.1902362
994,Mandan,46.826415,-100.889704
995,Isthmus,35.9981447,-84.1584272
996,Carla Hills,42.6070829,-83.5166983
997,the Kingdom of the Netherlands,51.9849189,4.131872
998,Louisville,38.2542376,-85.759407
999,Poland,52.215933,19.134422
1000,the Associated States,,
1001,Laos,20.0171109,103.378253
1002,heroism.&nbsp;</span,,
1003,Valley,41.5595723,-98.9805484
1004,D.J.,32.5524236,-85.5723896
1005,the Mosquito Indians,,
1006,Plymouth,50.3714122,-4.1424451
1007,Cape Henlopen,38.8031522,-75.0949737
1008,the Middle Eastern,53.3688513,-1.4768561
1009,COLOMBIA,4.099917,-72.9088133
1010,century.</span,,
1011,West Texas,26.1717097,-98.1628013
1012,years.&nbsp,,
1013,Christmases,,
1014,law.</span,,
1015,Manassas,38.7509488,-77.4752667
1016,White Mountain,64.6803057,-163.4047776
1017,Meehan,44.4360788,-89.6473425
1018,British America,41.9586962,-87.8861463
1019,St. George's,12.0535331,-61.751805
1020,The Argentine Republic,38.9114155,-77.0423782
1021,these Free States,,
1022,Kamala,8.437192,-2.721342
1023,North and South Vietnamese.<br,,
1024,Ga.,-0.8999695,11.6899699
1025,Brighton,50.8214626,-0.1400561
1026,Southwestern States,42.1063494,-83.0920467
1027,the Formosa Straits,,
1028,Swash,32.153815,-110.6552281
1029,Islands,15.1753648,145.7379338
1030,Province,46.1029536,11.1297425
1031,partners.&nbsp;</span,,
1032,the People’s Republic of China,22.4692044,113.9993471
1033,Jonesboro,35.8348088,-90.7045297
1034,the States of Wyoming,41.5179097,-76.019111
1035,Port-au-Prince,18.547327,-72.3395928
1036,the Island of,-37.737791,145.2296345
1037,Bangladesh,24.4769288,90.2934413
1038,Vietnam,15.9266657,107.9650855
1039,Callao,-12.0864633,-77.2234463
1040,Persian Oil Gulf,,
1041,"the Republic of Korea.<br />
",,
1042,the Nueces River,27.8475567,-97.5725835
1043,Locarno,46.1695739,8.7954859
1044,U.S.A,14.4028193,120.9277336
1045,Baltic,43.760461,-96.7404105
1046,Saigon,10.7755254,106.7021047
1047,Juno Beach,49.3371174,-0.4407731
1048,Eritrea,15.9500319,37.9999668
1049,Puget Sound,47.7385375,-122.4302753
1050,Yellow Stone River,27.4059229,100.4509901
1051,begin.</span,,
1052,the Bay Colony,29.4520213,-95.0955545
1053,Red States,44.5641471,-92.5365886
1054,Steubenville,40.3600714,-80.6151034
1055,Manhattan,40.7579554,-73.9855319
1056,North and South America,43.0612749,-89.4959479
1057,Hercules,38.0171441,-122.2885808
1058,Gaza.</span,,
1059,the States and Territories,49.8973039,-97.1375339
1060,Bay Islands,16.3217674,-86.1786833
1061,Oregan,32.5957886,50.4310646
1062,Oak Creek,42.898729,-87.9177966
1063,Nicaragua,12.3506436,-85.7841006
1064,the American Island of Oahu,,
1065,united Europe,44.6663359,12.2429821
1066,Kuala Lumpur,3.1516964,101.6942371
1067,South Dakota,44.6471761,-100.348761
1068,fact—(applause)—Russia,,
1069,Northern Gaza.</span,,
1070,Guinea,10.7226226,-10.7083587
1071,Santa Anna&#39;s,31.741298,-99.3250979
1072,the West Indies,0.5168849,35.2740301
1073,Port Royal,32.3790843,-80.6926069
1074,Japan,36.5748441,139.2394179
1075,the Connecticut River,,
1076,Roman Empire,41.8964438,12.4864506
1077,the Canton River,,
1078,Cyprus,34.9174159,32.8899027
1079,North West,-26.1347819,25.6546729
1080,Playtas,,
1081,the Greater Republic of Central America,,
1082,Yukon River,65.6290997,-149.8430322
1083,Lourdes,43.0940904,-0.0464975
1084,Fortune Bay,47.2911876,-55.5935067
1085,Va.,41.903411,12.4528527
1086,the United Kingdom of Great Britain,,
1087,Kuwait,29.2733964,47.4979476
1088,"Harry""—I",47.5864487,-56.9887276
1089,well.&nbsp;</span,,
1090,Belgrade,44.8153318,20.4456588
1091,Wurtemberg,48.53775,9.041169
1092,Cecilia,30.3372525,-91.8512712
1093,the Federal Republic,35.159708,33.3520749
1094,Hawaii,19.5938015,-155.4283701
1095,the South China Sea,20.6979747,116.7315856
1096,the great Republic,56.6409359,47.9161243
1097,the James River,45.5703064,-62.1314351
1098,Cape Cod,41.7987588,-69.9960655
1099,himself.</span,,
1100,Sahara Africa,21.1096882,-11.3784724
1101,Rhineland,49.1515869,-97.6617028
1102,Beslan,43.1917969,44.5439633
1103,Gibraltar,36.1285933,-5.3474761
1104,South Vietnam.<br,16.0325598,108.1152726
1105,the United Arab Emirates,38.9449546,-77.0692577
1106,bottom.&nbsp,,
1107,the Tennessee River,35.7883258,-84.2468899
1108,Tripoli,32.896672,13.1777923
1109,South Korea.&nbsp,,
1110,Belgium,50.6402809,4.6667145
1111,isolation.&nbsp,,
1112,Huron,41.1305303,-82.591828
1113,the Soviet Government,,
1114,Capital,48.455818,-123.4733796
1115,North Korea’s,38.6943854,125.5829018
1116,Atkinson,31.3030105,-82.8839362
1117,the Colorado River,30.2943015,-97.7841996
1118,Government,2.9961861,34.1066166
1119,the North China Sea,,
1120,"manufactures;$21,462,534.34",,
1121,B-1,52.5158641,13.4539849
1122,Motor City,38.733792,-120.7404881
1123,Fernandina,-0.383265,-91.5155273
1124,Acapulco,16.8680495,-99.8940182
1125,Italy,42.6384261,12.674297
1126,theUnited States,,
1127,Ho Chi Minh's,10.7531422,106.715048
1128,the Boer States of Africa,,
1129,Orleans,47.9027336,1.9086066
1130,Smithfield,35.5111996,-78.346102
1131,Corinto,-18.363056,-44.456111
1132,the Federal Republic of Germany's,,
1133,Moldova,47.2879608,28.5670941
1134,Galveston,29.3872254,-94.992736
1135,Beirut,33.8892265,35.5025585
1136,humanity.</span,,
1137,Unionmy,,
1138,the Kigara River,,
1139,North Carolina,35.6729639,-79.0392919
1140,Georgetown,6.8032561,-58.1455403
1141,MS,16.7417041,-62.1916844
1142,republics,37.0696077,27.4612402
1143,Malaya,-4.9735703,103.7258695
1144,Washington State,47.2868352,-120.212613
1145,the White River Ute Reservation,,
1146,necessary.&nbsp;And,,
1147,the Space Coast,-28.0762172,153.4436107
1148,Black Sea,43.872824,33.9938077
1149,San Bernardino,34.8253019,-116.0833144
1150,South Vietnam's,42.3365585,-71.0323583
1151,Sakhalin Island,50.159476,143.0264412
1152,a United States of America,42.0780746,-87.8638938
1153,Great,48.1472222,17.106769
1154,Miamee  Village,,
1155,Fort Pickens,30.3239917,-87.279759
1156,New York Harbor,43.0820142,-75.1476612
1157,the Republic of Venice,45.4376098,12.3210436
1158,NewEngland States,,
1159,Atlantic Community,40.468149,-3.8011708
1160,Austin,30.2711286,-97.7436995
1161,the Philippine Sea,14.1894091,145.2199033
1162,GULF,29.9665252,-85.2175889
1163,The Province of,38.2231554,-85.7677154
1164,the West Indian,46.5323339,-60.7520829
1165,North Pacific Ocean,30.0,-170.0
1166,Dachau,48.2592477,11.4354419
1167,the Atlantic Charter,,
1168,White America,34.6322605,-83.7596041
1169,Pacific islands,-20.7823011,167.2208967
1170,Camillus,43.039233,-76.3040965
1171,Oconee,33.829579,-83.4275918
1172,the Province of Oriente,,
1173,Sabine,31.3325489,-93.8722218
1174,North Africa.&nbsp;&nbsp,,
1175,The Black Sea,52.0687719,4.2778376
1176,Rhodesia,53.3144605,-1.1531982
1177,the British Empire,48.6549834,-123.43968
1178,n’t Germany,44.6519256,-63.5742203
1179,Sardinia,40.0912813,9.0305773
1180,Fort Brown,41.1119937,-84.4202262
1181,the Pacific Basin,34.0739947,-118.3561951
1182,Paducah,37.0833893,-88.6000478
1183,the United States,47.8291375,-122.5970742
1184,"the Mexican Republic of the 11th of April, 1839",,
1185,Kherson,46.5421715,33.4079326
1186,Pacific Naval,14.8146834,120.2881658
1187,Aves Island,19.4613537,-99.0709252
1188,THE PEOPLE'S REPUBLIC,35.1604094,33.3254164
1189,the Western Ocean,-31.8921168,115.7563302
1190,Gulf Coast,26.3011415,-81.797738
1191,the U. S. S. Nero,,
1192,Fort Meigs,30.4333406,-86.5750341
1193,North Viet-Nam,23.1406925,113.2556256
1194,Eastern Europe.<br,-33.8234977,25.6291504
1195,The Japanese Empire,,
1196,the Big Lie,49.2760823,-117.6604294
1197,that--&nbsp,,
1198,Yellowstone Park,44.6200885,-110.5606893
1199,cars.&nbsp;&nbsp;In,,
1200,the North Pacific,33.9302681,-118.3962807
1201,Great Britain',54.3151594,-1.9181532
1202,Sacramento,38.5810606,-121.493895
1203,Colorado River Basin,37.214383,-107.880578
1204,USCMA,,
1205,Mosul,36.3436941,43.0997156
1206,Chico,39.7284945,-121.8374777
1207,Americas,24.7951304,-107.4123106
1208,anything?&nbsp,,
1209,Lake Pontchartrain,30.2050633,-90.0967594
1210,South Sea,54.1028018,-0.1173745
1211,Magdeburg,52.1314783,11.6400789
1212,Lower California,46.8655086,-67.762917
1213,Jew,19.1010007,74.7450982
1214,the Mojave Desert,,
1215,Alliance County,42.0971897,-102.8707145
1216,New South Wales,-31.8759835,147.2869493
1217,the Island of Jolo,,
1218,St. Mary,29.692329,-91.442465
1219,the States of North and South America,,
1220,the Czechoslovak Republic,,
1221,Pawnee City,40.108334,-96.154451
1222,Crow Creek,41.5689173,-90.4741177
1223,Lima,-12.0459808,-77.0305912
1224,Qadhafi,,
1225,the Holy Land,39.0317557,-77.0991187
1226,the State of Illinois,41.8772932,-87.6215429
1227,Balkans,41.7785017,23.814677
1228,the Portage Lake,46.7597894,-68.4756941
1229,Terrebonne,29.4616211,-90.8705871
1230,Olympia,47.0451022,-122.8950075
1231,Vail,39.6438028,-106.3888231
1232,the Republic of Santo Domingo,18.471059,-69.905719
1233,Scotland,56.7861112,-4.1140518
1234,Buchenwald,50.7892991,15.2705903
1235,Lake Megantic,,
1236,the Bahama Islands,,
1237,Tennessee,35.7730076,-86.2820081
1238,Beijing,40.190632,116.412144
1239,Vatican City,41.9034912,12.4528349
1240,Zimbabwe,-18.4554963,29.7468414
1241,Khalid,33.4990572,-4.0393787
1242,Mobile,30.6913462,-88.0437509
1243,Dubai,25.0742823,55.1885387
1244,USA,39.7837304,-100.445882
1245,the Republic of Viet-Nam,21.0625056,105.8290694
1246,Jeffersonas,,
1247,Hurley,41.910209,-74.062247
1248,Kiev,50.4500336,30.5241361
1249,the Suez Canal,-33.859566,151.2082655
1250,Tex.,31.2638905,-98.5456116
1251,the Federal Republic of Germany,38.9146434,-77.0887881
1252,Hong,10.2622947,12.9479254
1253,Hesse,50.6080651,9.0284647
1254,crazy.</span,,
1255,Costs Rica,,
1256,Ferrolana,43.498077,-8.1984107
1257,the State of Pennsylvania,40.7118109,-73.6139153
1258,Siberia,45.1685441,8.0902162
1259,Macedonia,41.1927739,-95.4256198
1260,Armenia,40.7696272,44.6736646
1261,Plymouth Rock,44.2561681,-74.2807181
1262,Prague,50.0874654,14.4212535
1263,insufficient.&nbsp,,
1264,Lake Victoria,-1.2659378,32.8685202
1265,New York’s,40.7489457,-73.9680842
1266,the Governments of Finland,,
1267,the United States;and,18.3400446,-64.9729933
1268,Belarus,53.4250605,27.6971358
1269,Tybee Island,31.9987321,-80.8469427
1270,men.</span,46.1011093,-69.8723414
1271,southeast Asia,49.1963816,16.6088699
1272,Ikisima,,
1273,Trout River,49.4799143,-58.1297164
1274,the Yellowstone Park,51.0400803,-114.0733246
1275,united Germany,40.7531571,-73.9669398
1276,United Arab Emirates,24.0002488,53.9994829
1277,East Berlin,39.937597,-76.9785892
1278,Pacific area,54.7689245,-128.2718687
1279,the States of Maine,45.0245306,-89.6774279
1280,the Stikine River,,
1281,case.</span><br><span,,
1282,the Rose Garden,51.503755,-0.1278125
1283,Algeria,28.0000272,2.9999825
1284,Daiquiri,59.9413705,30.3239045
1285,Virginian,30.0167287,31.2747494
1286,Pa.,8.559559,-81.1308434
1287,Istanbul,41.006381,28.9758715
1288,us.</span,37.7779908,-122.3998298
1289,Caracas,10.5060934,-66.9146008
1290,Taiwan,23.9739374,120.9820179
1291,North-South,33.3943474,-111.6253695
1292,the Republic of Hawaii,21.2611837,-157.7976878
1293,Haichi,35.6592474,139.7216843
1294,Middle,54.1784427,-4.5144363
1295,crystal,45.031823,-93.3606072
1296,Jackson,32.2998686,-90.1830408
1297,Wei-hai-wei,36.8496579,-75.9760751
1298,Curzon,46.4477888,-1.3085087
1299,Europe,51.0,10.0
1300,Leech Lake,47.1770803,-94.4298668
1301,"the District of Columbia3,407,049.62For",,
1302,Ipswich,52.0579324,1.1528095
1303,Jerusalem,31.7788472,35.2257856
1304,Slovenia,46.1199444,14.8153333
1305,--And,40.4426833,-8.4359581
1306,Latino,-38.6917912,-62.3038553
1307,Unfortunately,41.5309845,44.9987186
1308,Lexington,38.0464066,-84.4970393
1309,North Vietnam,41.9730846,-87.6570608
1310,Manchuria,-9.2079909,-76.1651529
1311,"the District of Columbia3,817,028.48For",,
1312,Verizon,42.7619495,-84.5138635
1313,China,35.000074,104.999927
1314,the Empire of Japan,,
1315,the United Netherlands,52.0993139,4.3438174
1316,Illinois River,40.5505603,-89.7462413
1317,CANADA,61.0666922,-107.991707
1318,Rock Springs,41.5860557,-109.2194544
1319,Tel Aviv,32.0852997,34.7818064
1320,Panaman,8.559559,-81.1308434
1321,Jakarta,-6.1754049,106.827168
1322,New York,40.7127281,-74.0060152
1323,Indian Ocean,-9.9999999,69.9999999
1324,the Middle East.</span,,
1325,East Peoria,40.666149,-89.5800978
1326,9/11.&nbsp,,
1327,Caroline,38.0320305,-77.362363
1328,the Gulf of Mexico 3,,
1329,Berne,46.9484742,7.4521749
1330,San Juan de Puerto Rico,25.8253244,-97.4825005
1331,Sharm el Sheikh,27.8644422,34.295447
1332,Ripley,36.6478735,-90.8887906
1333,Scranton,41.4086874,-75.6621294
1334,millennia,42.7137235,23.3164508
1335,Toledo,39.8558913,-4.024265
1336,that&nbsp,,
1337,Federal;and,55.7621533,37.6136135
1338,Nazi Germany,49.4338361,11.1124726
1339,the Asia-Pacific,-33.7801049,151.1258787
1340,Janes,38.7515798,-9.4392915
1341,the United States of America',36.1337324,-80.2782636
1342,the Republic of Chili,42.9924143,41.0492743
1343,the Republic of China,38.9426454,-77.0669786
1344,the Swiss Republic,1.3336827,103.7959192
1345,Budapest,47.4978789,19.0402383
1346,west,18.7668687,-72.4387315
1347,Peckham,51.4734122,-0.0699321
1348,Harris County,29.8119769,-95.3741247
1349,Coahuila,27.3333331,-102.0000001
1350,Pittsburgh,40.4406968,-80.0025666
1351,Mombasa,-4.05052,39.667169
1352,region.</span,47.1562691,11.3646466
1353,Newburyport,42.8116592,-70.8719271
1354,Eastern Europe,-33.8222701,25.6274772
1355,perpetuateit,,
1356,San Joaquin,37.9372901,-121.2773719
1357,Grand Forks,47.9252104,-97.0306325
1358,clear:&nbsp,,
1359,Black History Month,,
1360,Santa Anna,31.741298,-99.3250979
1361,fall.</span,,
1362,Kennebec River,44.7339679,-69.8239316
1363,panama,8.559559,-81.1308434
1364,Virgin Bay,60.8922222,-146.7027778
1365,the Province of New Mexico,,
1366,Sasha,48.6122048,29.8203468
1367,Zelaya,-34.3705985,-58.8693386
1368,Columbia,4.099917,-72.9088133
1369,Atlantic Ocean,13.581921,-38.320312
1370,Governmentwhich,,
1371,power&nbsp,,
1372,Charleston,32.7884363,-79.9399309
1373,Dauphine Island,-48.7211975,69.4732071
1374,Dakota,44.666655,-93.044911
1375,Hague Tribunal,52.1003633,4.285897
1376,Granada,37.1734995,-3.5995337
1377,V.A.,51.4968838,-0.1716372
1378,League Island,41.5164831,-71.3147462
1379,Republic of Switzerland,46.9417623,7.4683202
1380,the Hudson River,41.9032142,-87.6394426
1381,the Guasacualco River,,
1382,the Democratic Republic of Vietnam,21.0301717,105.838787
1383,the Hawaiian Republic,,
1384,NICARAGUA,12.3506436,-85.7841006
1385,Darfur,44.0513467,-94.8380398
1386,the Fortune Bay,26.527705,-78.6119091
1387,the States of Europe,40.704476,-74.0138141
1388,Atlantic Alliance,47.341868,-1.531169
1389,West India,10.3973043,76.2634227
1390,the Wabash River,41.8896881,-87.626427
1391,simply:&nbsp,,
1392,North Tulsa,36.1946011,-95.9374648
1393,Christina,59.4170295,24.7116327
1394,Terceira,38.7211654,-27.217638
1395,Chinghai,24.1072116,120.6647091
1396,Laybach,,
1397,gulf,29.9665252,-85.2175889
1398,Beaufort,50.2144406,3.9615305
1399,Northern Cheyennes,,
1400,Cape Serdze,,
1401,China.&nbsp,,
1402,Einsteins,48.0555761,11.5206957
1403,the Western States,35.4714321,-97.5171107
1404,the Jordan River,43.9833356,-65.2854527
1405,know.</span,,
1406,Michigan,43.6211955,-84.6824346
1407,"class=""s1"">The United States",,
1408,Sandwich,51.2752527,1.3408309
1409,Pacific Railroad,47.2625685,-122.2472045
1410,Julio Medina,1.0908477,-78.7014681
1411,Tunisia,33.8439408,9.400138
1412,mediterranean,35.0000035,19.9999957
1413,Hanoi,21.0283334,105.854041
1414,the Great Republic,56.6402547,47.9197247
1415,Esq,51.4798168,-0.0564782
1416,the Red River,34.10102,-98.54761
1417,Landon,30.4379741,-89.1028168
1418,Francois,46.3728781,-0.3458596
1419,Southern France,-49.237442,69.622759
1420,Ireland,52.865196,-7.9794599
1421,Pardon,45.5036249,3.3354664
1422,Territories,-51.7157776,-59.5153027
1423,Hormigueros,18.1324689,-67.1139188
1424,Scotch,43.7089117,-116.3815581
1425,the Republic of Haiti,38.913131,-77.0513592
1426,Horn,52.653272,5.0735802
1427,Canaan,43.6465313,-72.0119915
1428,the City of the Big Shoulders,41.8984478,-87.628421
1429,North-Carolina,35.6729639,-79.0392919
1430,cotton,34.2907874,-98.3750699
1431,New Mexico.&nbsp,,
1432,Kickapoo,43.45906,-90.7078227
1433,the Island of Britain,,
1434,Zaire,-2.9814344,23.8222636
